table[0]:  3 1
table[56527]: pursueth 0 1
table[56532]: divideth 0 2
table[56534]: plump 0 1
table[56537]: plums 0 1
table[56539]: epigoni'' 0 2
table[56547]: forests 10 1
table[56552]: kalbbia 0 1
table[56554]: svenska 2 1
table[56555]: lustrous 1 1
table[56559]: poster 8 4
table[56564]: boys' 1 1
table[56571]: catania 1 2
table[56574]: tubules 1 2
table[56576]: austin 12 1
table[56577]: journeying 0 1
table[56578]: boucau 1 3
table[56580]: belles 4 2
table[56581]: shears 3 2
table[56584]: painful 11 1
table[56585]: minima 0 3
table[56587]: magnetic 6 1
table[56588]: wrens 0 2
table[56591]: eaning 0 1
table[56594]: ploody 0 1
table[56595]: motor 7 1
table[56598]: aristocracies 0 2
table[56599]: pamp'red 0 1
table[56602]: fought 78 1
table[56603]: campaigning 0 1
table[56605]: pontypool 0 2
table[56606]: polynesian 0 1
table[56607]: samara 0 2
table[56608]: issuing 10 1
table[56610]: hideously 0 1
table[56612]: evesham 0 1
table[56615]: unique 10 2
table[56616]: perea 0 4
table[56618]: nursed 1 1
table[56620]: nam'd 16 2
table[56624]: abyssinian 45 1
table[56625]: uncuckolded 0 1
table[56626]: reasons 81 1
table[56628]: samuel 25 1
table[56629]: heav'nly 0 1
table[56630]: birdlime 0 2
table[56631]: serpent's 7 1
table[56632]: nurser 0 1
table[56633]: nurses 0 1
table[56634]: ratisbon 0 1
table[56637]: analysis 23 2
table[56639]: mightier 6 1
table[56640]: rosin 1 2
table[56642]: caco 1 2
table[56643]: comedians 0 1
table[56644]: suspense 0 1
table[56650]: finish 14 1
table[56652]: scot 17 2
table[56654]: aceticum 0 1
table[56657]: trickling 1 1
table[56659]: legnago 0 1
table[56661]: angliae 2 1
table[56662]: christo 0 1
table[56666]: cxlvi 0 5
table[56667]: purgers 0 1
table[56668]: spokesman 0 3
table[56669]: rumor 2 1
table[56673]: 'edward 0 2
table[56675]: rusted 0 2
table[56676]: ponthieu 1 1
table[56677]: recalling 0 1
table[56678]: montaza 0 2
table[56680]: luscious 1 2
table[56681]: rnfo 0 1
table[56683]: hyen 0 1
table[56684]: rumourer 0 2
table[56685]: unpossible 0 1
table[56687]: 'small 1 1
table[56688]: rob'd 0 1
table[56689]: eros 63 1
table[56690]: erot 0 1
table[56692]: seasons 14 1
table[56693]: overture 5 1
table[56694]: immur'd 1 2
table[56699]: annabon 0 1
table[56702]: overturn 0 1
table[56704]: collaboration 2 1
table[56706]: hegira 0 1
table[56707]: bewails 0 1
table[56708]: auditing 0 1
table[56711]: fencing 3 1
table[56713]: hierosolymitana 0 1
table[56714]: federary 0 1
table[56720]: castellammare 0 2
table[56723]: might 612 1
table[56724]: indecisive 0 1
table[56728]: majesty's 22 1
table[56730]: pierre 3 1
table[56732]: adventicius 0 7
table[56733]: register 6 1
table[56734]: freeholder 1 2
table[56736]: suture 0 1
table[56739]: nursia 0 1
table[56741]: australia 26 1
table[56742]: blocked 0 3
table[56747]: motto 4 1
table[56750]: lated 1 1
table[56753]: emetic 0 1
table[56754]: strumpeted 1 1
table[56760]: interchained 0 1
table[56761]: axumite 1 1
table[56763]: pannonians 1 1
table[56764]: later 224 1
table[56766]: bills 20 1
table[56767]: scara 0 3
table[56772]: paying 12 1
table[56773]: loquitur 0 1
table[56776]: acceptare 0 5
table[56778]: speak 1199 1
table[56782]: cimber 11 1
table[56784]: dramatists 0 1
table[56785]: spear 15 1
table[56786]: disquiet 2 1
table[56787]: shambles 2 1
table[56790]: captors 1 1
table[56799]: erse 0 1
table[56800]: clogged 0 3
table[56801]: 'neigh' 0 1
table[56803]: filling 17 1
table[56806]: table's 0 1
table[56808]: furr'd 4 1
table[56810]: reliev'd 7 1
table[56811]: monachorum 1 3
table[56812]: holmes 2 1
table[56813]: dicers' 0 1
table[56814]: erst 5 1
table[56817]: quillota 0 1
table[56819]: talented 0 1
table[56820]: scolding 5 1
table[56824]: tobacco 7 3
table[56825]: pretensions 3 2
table[56826]: unsay't 0 1
table[56830]: 'lack 1 1
table[56832]: wrinkle 4 1
table[56836]: ogun 0 1
table[56837]: adams 136 2
table[56841]: adamu 4 2
table[56845]: dtaw 0 2
table[56849]: constancies 0 1
table[56854]: popery' 0 1
table[56856]: austro 0 1
table[56858]: laths 0 1
table[56859]: 'paris' 0 1
table[56860]: certainer 0 1
table[56863]: mightily 14 1
table[56864]: presenting 11 1
table[56867]: hauck's 0 1
table[56869]: concentrated 5 1
table[56876]: latif 0 1
table[56878]: macgill 0 6
table[56879]: intimately 3 1
table[56880]: docking 1 1
table[56884]: latin 117 1
table[56885]: misfortune's 1 1
table[56886]: unworthier 0 1
table[56887]: hyla 0 1
table[56888]: sleided 0 3
table[56889]: hackney 0 1
table[56890]: blab 1 1
table[56892]: horrors 4 1
table[56894]: migne 10 1
table[56895]: speed 247 1
table[56898]: granspies 0 1
table[56900]: wrest 5 2
table[56901]: lymoges 1 2
table[56903]: glycerin 4 3
table[56907]: stendhal 0 1
table[56910]: preeminence 0 1
table[56911]: suburb 3 3
table[56912]: residuary 0 1
table[56914]: tungland 0 4
table[56918]: smiling 33 1
table[56919]: sufferings 2 1
table[56921]: lace 7 1
table[56922]: 'thisne 0 2
table[56924]: sulphuring 0 4
table[56925]: destroyed 28 1
table[56926]: congealed 2 1
table[56927]: lack 110 1
table[56929]: dukes 27 1
table[56931]: hymn 7 1
table[56934]: qasida 1 1
table[56935]: continu'd 0 1
table[56937]: subsidiary 2 1
table[56938]: striped 0 1
table[56939]: destroyer 2 1
table[56940]: scion 1 1
table[56941]: l'avez 0 1
table[56943]: cubiculo 0 1
table[56948]: album 0 2
table[56950]: artistici 0 2
table[56952]: lade 0 1
table[56953]: stripes 3 1
table[56954]: mystico 0 4
table[56960]: pertaining 3 1
table[56962]: compo'' 1 1
table[56963]: coystrill 0 2
table[56965]: aknow 0 1
table[56966]: lads 22 1
table[56968]: caution 6 2
table[56969]: robbing 5 1
table[56971]: unloading 0 1
table[56972]: lady 887 1
table[56973]: collate 0 1
table[56974]: immense 23 1
table[56976]: gassendi 0 1
table[56985]: behalf 58 1
table[56986]: northamptonshire 0 1
table[56987]: pyrrols 0 1
table[56990]: whippers 0 1
table[56991]: dollars 3 1
table[56993]: romanism 0 2
table[56995]: assemblage 0 1
table[56996]: laer 61 1
table[57002]: snouck 0 4
table[57003]: aurelia 0 1
table[57008]: worths 1 1
table[57010]: scum 3 2
table[57011]: crevecoeur 2 2
table[57012]: tagub 0 1
table[57013]: vaccine 0 3
table[57014]: worthy 240 1
table[57016]: bled 2 1
table[57018]: declensions 0 3
table[57019]: protractive 0 1
table[57025]: searchlight 2 3
table[57026]: goers 2 1
table[57029]: tagus 1 1
table[57033]: wepwoi 0 1
table[57034]: contested 2 1
table[57035]: blew 6 1
table[57037]: esill 0 1
table[57038]: corrects 2 1
table[57041]: lukewarm 1 2
table[57045]: d'hand 2 1
table[57047]: britannicus 0 1
table[57048]: mischance 20 1
table[57049]: wnshington 0 3
table[57050]: autogenous 0 2
table[57051]: ethnological 0 1
table[57054]: rockford 1 1
table[57055]: lago 0 1
table[57056]: sodden 2 1
table[57058]: goest 13 1
table[57060]: minist'red 4 1
table[57062]: graduate 2 1
table[57063]: formulas 0 2
table[57066]: angling 2 1
table[57067]: absalom's 1 1
table[57071]: stefanie 0 1
table[57076]: insurance 7 1
table[57077]: goeth 0 1
table[57078]: ail'st 0 2
table[57080]: o'erhasty 0 1
table[57083]: amor 0 2
table[57084]: certainly 72 1
table[57087]: righteousness 0 1
table[57088]: esina 2 1
table[57089]: amuru 0 2
table[57090]: ironically 1 2
table[57092]: praetors 3 1
table[57094]: scythe 5 1
table[57096]: scito 0 1
table[57101]: cooling 6 1
table[57103]: landseer 2 1
table[57104]: allons 3 1
table[57106]: laid 141 1
table[57108]: aucun 0 1
table[57110]: unworthily 1 1
table[57112]: ensued 8 1
table[57113]: whirligig 0 1
table[57114]: endorsement 0 2
table[57116]: lain 2 1
table[57117]: 'marcius 0 1
table[57120]: spell 11 1
table[57122]: vergile 0 4
table[57123]: 'silvia 0 1
table[57127]: ensues 3 1
table[57128]: spelt 1 1
table[57131]: lodgings 13 2
table[57132]: tortive 0 1
table[57133]: ipswich 1 1
table[57135]: invention'' 0 1
table[57143]: registry 2 1
table[57144]: hypothecation 0 1
table[57145]: forc'd 26 1
table[57146]: vetenskaps 0 2
table[57148]: biscay 2 1
table[57149]: diplomatists 0 1
table[57152]: deservings 5 1
table[57153]: rising 58 1
table[57158]: reciterai 1 1
table[57161]: retain'd 1 1
table[57162]: flappers 0 1
table[57164]: cuneiform 0 1
table[57168]: evangelicals 0 3
table[57169]: lake 57 1
table[57171]: antipodes 5 2
table[57172]: aetna 0 2
table[57174]: spend 78 1
table[57175]: vouchsaf'd 1 1
table[57177]: marsden 2 3
table[57179]: marmontel 0 2
table[57180]: accompanies 0 6
table[57182]: astral 0 1
table[57186]: deracinate 1 1
table[57187]: exodus 8 1
table[57190]: spent 114 1
table[57193]: sounded 30 1
table[57195]: astray 1 1
table[57196]: kissed 7 1
table[57197]: moated 1 1
table[57198]: albyn 0 2
table[57203]: siberian 1 2
table[57206]: literatura 0 1
table[57207]: sounder 2 1
table[57208]: forage 2 1
table[57210]: literature 72 1
table[57211]: kisses 46 1
table[57215]: melsens 0 3
table[57220]: forbes 0 4
table[57222]: anglish 0 1
table[57224]: neighbouring 25 1
table[57226]: forslow 0 2
table[57227]: ungovern'd 4 1
table[57228]: lamb 38 1
table[57231]: lame 14 1
table[57232]: mow'd 0 1
table[57234]: d'asie 0 1
table[57235]: recte 1 3
table[57236]: camb 1 2
table[57238]: oleic 3 2
table[57239]: cabileros 0 1
table[57240]: duration 7 1
table[57241]: residents 4 5
table[57242]: lamp 13 1
table[57243]: characterless 0 1
table[57244]: peopled 7 1
table[57249]: ikbal 0 1
table[57251]: hippias 0 3
table[57253]: beastliest 0 2
table[57255]: normal 45 3
table[57258]: lana 1 1
table[57259]: peoples 9 1
table[57260]: martyr 4 2
table[57261]: land 302 1
table[57262]: lane 16 1
table[57263]: unsanctified 2 1
table[57264]: lang 1 1
table[57266]: reaping 2 1
table[57268]: lank 2 1
table[57271]: privates 1 1
table[57273]: vaporous 1 1
table[57274]: uncheck'd 1 1
table[57276]: chirurgie 0 5
table[57278]: blanch'd 0 1
table[57279]: angouleme 0 1
table[57280]: chloris 1 1
table[57290]: cawdor 20 1
table[57294]: rubislaw 0 1
table[57295]: cyrus' 0 1
table[57298]: 'lower' 0 1
table[57299]: carriages 8 1
table[57302]: eternal 38 1
table[57305]: swagger 3 1
table[57306]: meet'st 1 1
table[57307]: sperm 0 1
table[57308]: esdr 0 1
table[57309]: spero 0 1
table[57311]: albrecht 0 1
table[57312]: sperr 0 1
table[57313]: selskab 0 1
table[57315]: bewasted 0 3
table[57316]: aarssen 0 1
table[57318]: knower 2 1
table[57319]: analysts 16 2
table[57320]: phenylortho 0 1
table[57321]: acclimatizing 1 1
table[57322]: spoiling 1 1
table[57328]: inscription 9 1
table[57332]: certainty 21 1
table[57333]: rustow 2 2
table[57338]: steeples 1 1
table[57342]: blot 22 1
table[57345]: blow 92 1
table[57351]: advocacy 1 3
table[57352]: naturedly 0 1
table[57355]: russians 7 1
table[57356]: lavatories 0 1
table[57359]: lucretia's 0 1
table[57363]: deign 5 1
table[57364]: forerunning 0 1
table[57369]: reverb'rate 0 1
table[57371]: abdera 4 1
table[57372]: victor's 0 3
table[57374]: elohim 7 2
table[57375]: abdere 0 1
table[57377]: 'sisters 0 1
table[57380]: year's 8 1
table[57381]: consistently 1 1
table[57382]: plutarch 3 1
table[57383]: allows 9 1
table[57384]: keiser 0 2
table[57385]: lard 17 1
table[57386]: unbaked 0 3
table[57392]: lark 24 1
table[57398]: breasting 0 1
table[57400]: doorway 2 1
table[57404]: spread 57 1
table[57406]: unnumber'd 0 1
table[57408]: territory's 0 1
table[57409]: rhuys 0 4
table[57410]: pilate 1 1
table[57415]: colonization 0 1
table[57416]: disgusting 0 1
table[57417]: obscura 0 1
table[57420]: lash 4 1
table[57421]: obscure 26 1
table[57423]: oppose 18 1
table[57425]: godmother 1 1
table[57426]: ohio 1 1
table[57427]: rag'd 1 2
table[57428]: carbanile 0 1
table[57430]: church 312 1
table[57431]: lass 7 1
table[57432]: last 433 1
table[57435]: groping 0 1
table[57437]: pious 14 1
table[57439]: palpable 6 1
table[57442]: dread 48 1
table[57445]: pinion'd 2 1
table[57446]: adversity's 0 1
table[57448]: late 252 1
table[57449]: mould 12 1
table[57450]: monasturies 0 2
table[57451]: dream 127 1
table[57452]: religiosa 0 2
table[57453]: freeboard 0 2
table[57454]: faeces 2 1
table[57455]: akros 1 4
table[57457]: wounded 49 1
table[57459]: ostents 0 1
table[57462]: destined 6 2
table[57465]: moult 0 1
table[57471]: vostitza 0 3
table[57476]: road 51 1
table[57477]: slayeth 0 1
table[57478]: peculiar 23 1
table[57479]: warren 4 1
table[57480]: ablatitious 1 1
table[57481]: fasting 15 1
table[57483]: boron 0 3
table[57484]: begotten 6 1
table[57485]: roam 2 1
table[57486]: roan 3 1
table[57487]: humbleness 6 1
table[57490]: roar 27 1
table[57492]: laur 3 1
table[57493]: laus 0 1
table[57494]: demerits 3 1
table[57498]: crelle's 1 3
table[57499]: balnea 0 3
table[57500]: chabannes 2 2
table[57503]: pronoun 0 2
table[57504]: roba 0 1
table[57505]: promoted 15 2
table[57506]: lava 0 1
table[57508]: robe 23 1
table[57509]: authorzing 0 1
table[57510]: lave 2 1
table[57511]: mound 0 1
table[57512]: suspended 14 1
table[57513]: blue 47 1
table[57515]: akobo 2 1
table[57516]: ensure 5 1
table[57517]: handless 1 1
table[57518]: handlest 0 1
table[57520]: hippotes 1 3
table[57522]: robs 8 1
table[57524]: benoit 1 1
table[57525]: scandals 0 1
table[57526]: blur 0 1
table[57527]: mount 60 1
table[57528]: lemnisci'' 0 1
table[57530]: sooth'st 0 1
table[57533]: abulparaj 0 1
table[57534]: pressures 7 1
table[57536]: guiltian 0 1
table[57541]: mussulman 3 1
table[57544]: palaste 0 1
table[57545]: rock 62 1
table[57546]: grooms 8 1
table[57547]: 'welcome' 0 1
table[57548]: atrophy 1 2
table[57550]: lawn 4 1
table[57551]: dichromatism 0 1
table[57555]: laws 115 1
table[57558]: lush 0 2
table[57559]: foolhardy 1 1
table[57563]: brooches 2 1
table[57566]: rosegarten 0 2
table[57567]: simile 0 1
table[57569]: hastily 22 1
table[57570]: rode 21 1
table[57572]: caro 2 2
table[57574]: behavedst 0 1
table[57579]: relax 0 1
table[57583]: intriguing 1 1
table[57584]: rods 7 1
table[57586]: cornerstone 1 1
table[57589]: beasts 39 1
table[57590]: susanna 0 1
table[57592]: milesians 0 1
table[57593]: mealy 1 2
table[57594]: davidson 1 1
table[57601]: goffe 2 1
table[57602]: dorpfeld's 0 1
table[57605]: saxony's 0 1
table[57606]: casa 1 2
table[57609]: piecing 0 1
table[57612]: lowness 2 1
table[57613]: rheims 2 1
table[57615]: confederacy 7 2
table[57617]: lays 29 1
table[57619]: conductivity 2 2
table[57625]: interpreted 7 1
table[57626]: concealing 2 1
table[57630]: fairwell 0 2
table[57633]: roads 9 1
table[57638]: components 5 3
table[57639]: interpreter 9 1
table[57641]: multiplied 7 1
table[57643]: dregs 6 1
table[57645]: mourn 26 1
table[57646]: kingly 25 2
table[57649]: louring 1 1
table[57650]: betossed 0 1
table[57654]: lazy 11 1
table[57658]: gambling 0 1
table[57659]: hardship 1 2
table[57662]: prisengerichte'' 1 2
table[57663]: campbell 4 1
table[57664]: quiddits 0 2
table[57665]: se'nnight 0 1
table[57667]: mouse 58 1
table[57669]: circa 2 2
table[57670]: tariff 1 2
table[57672]: disagreeable 1 1
table[57673]: goblet 1 1
table[57676]: cate 0 2
table[57677]: meane 0 2
table[57678]: realencyklopadie 6 2
table[57681]: biddings 0 1
table[57682]: untuneable 1 1
table[57683]: figurative 2 1
table[57684]: depressant 0 2
table[57687]: espy 2 1
table[57690]: september 52 1
table[57691]: receiv'st 1 1
table[57694]: undiscovered 1 4
table[57695]: lauds 0 1
table[57697]: aegeus 2 2
table[57698]: outraged 0 1
table[57701]: mouth 182 1
table[57702]: audis 0 1
table[57703]: audit 19 1
table[57706]: gusts 6 1
table[57707]: rohr 9 1
table[57709]: byzantine 6 1
table[57712]: gusty 0 1
table[57713]: outrages 4 1
table[57720]: churls 1 1
table[57726]: law's 2 1
table[57728]: unperfectness 0 2
table[57729]: retold 1 2
table[57731]: orient 5 1
table[57734]: herbarium 0 2
table[57736]: extending 21 1
table[57743]: hieroglyphs 1 1
table[57746]: heifer's 0 1
table[57747]: debauch'd 1 1
table[57748]: papuan 0 2
table[57749]: nicanor 2 1
table[57752]: 'call 0 2
table[57753]: nephew 47 1
table[57755]: rapped 0 1
table[57757]: society's 1 2
table[57759]: giordano 0 2
table[57761]: jonah 0 1
table[57763]: rappel 0 1
table[57764]: fumbled 0 1
table[57766]: burlesques 0 1
table[57767]: synthesized 3 1
table[57769]: clonfert 0 1
table[57770]: salicylic 10 1
table[57771]: cithaeron 0 3
table[57772]: acumen 0 1
table[57777]: laugh 87 1
table[57778]: impon'd 1 1
table[57779]: fumbles 0 1
table[57780]: modicums 0 1
table[57788]: verisimilitude 1 1
table[57791]: goblin 1 1
table[57792]: reversible 2 1
table[57793]: astruc 2 1
table[57799]: declin'd 4 1
table[57801]: esto 0 1
table[57803]: lucrece 3 2
table[57804]: journall 0 1
table[57805]: rhadamanthus 0 2
table[57806]: war's 7 1
table[57809]: minc'd 0 1
table[57810]: relig 1 1
table[57811]: interchangement 0 1
table[57812]: thou' 0 3
table[57814]: pisalis'' 1 1
table[57816]: logical 6 2
table[57818]: howeer 0 2
table[57821]: countermands 0 3
table[57822]: 'room 0 1
table[57825]: roll 13 1
table[57830]: wounds' 0 1
table[57835]: packages 3 1
table[57837]: bowdoin 4 2
table[57842]: unnecessarily 0 1
table[57844]: narbon 2 1
table[57845]: roma 2 1
table[57847]: campan 0 1
table[57849]: rome 418 1
table[57852]: ignorance 45 1
table[57853]: waterton 0 1
table[57855]: benevolences 0 1
table[57856]: orifice 0 2
table[57862]: currance 0 1
table[57865]: montague 71 1
table[57866]: basilica 0 1
table[57868]: mariage 0 1
table[57873]: stanchless 0 1
table[57876]: unshaked 0 2
table[57877]: archeologiques 0 1
table[57878]: biliotti 0 2
table[57879]: gleichen 3 1
table[57882]: landmen 0 1
table[57883]: polecats 2 1
table[57884]: hydrazone 0 1
table[57885]: machinery 24 1
table[57887]: notable 27 1
table[57888]: guiltily 0 1
table[57890]: dun's 0 1
table[57892]: bestowing 4 1
table[57896]: humbled 8 1
table[57898]: dogfish 0 1
table[57901]: pelleted 1 1
table[57902]: pipes 10 1
table[57904]: literally 6 1
table[57906]: lanc'd 0 1
table[57907]: notably 18 1
table[57908]: thyestes 0 2
table[57909]: schubert 0 1
table[57910]: humbler 2 1
table[57911]: humbles 0 1
table[57912]: roof 28 1
table[57916]: follow'd 25 1
table[57917]: rook 3 1
table[57919]: room 122 1
table[57924]: clatter 0 1
table[57925]: understanding 26 1
table[57926]: root 61 1
table[57927]: 'choose' 0 2
table[57930]: phenol 2 2
table[57931]: flavouring 3 2
table[57933]: numb'ring 2 1
table[57934]: byzantium 1 1
table[57936]: unphilosophical 0 1
table[57937]: nourish 6 1
table[57940]: abjur'd 1 2
table[57941]: tell's 1 1
table[57942]: rope 22 1
table[57943]: bothnia 0 1
table[57944]: volquessen 0 1
table[57945]: lowers 1 2
table[57947]: beatae 0 1
table[57951]: millais' 0 1
table[57953]: commit'st 0 1
table[57957]: criminally 0 2
table[57958]: troilus' 5 1
table[57961]: bulgariai 0 1
table[57966]: chambermaids 1 2
table[57969]: abternatively 0 1
table[57972]: garlic 5 1
table[57973]: staatsbibliothek 0 1
table[57975]: choledocoduodenostomy 0 1
table[57976]: desired 32 1
table[57977]: tenedos 1 1
table[57979]: chirrah 0 1
table[57987]: youge 0 2
table[57990]: laund 0 1
table[57991]: desires 81 1
table[57995]: professing 0 1
table[57996]: contriving 2 1
table[58000]: florentius' 0 1
table[58002]: spending 10 1
table[58004]: d'ecosse 0 1
table[58005]: glaser 0 2
table[58006]: unrelenting 2 1
table[58009]: methodo 0 2
table[58013]: immortalibus 0 1
table[58015]: dress 33 1
table[58016]: drest 0 1
table[58018]: disciplinary 3 1
table[58019]: pardoned 3 1
table[58027]: tway 0 2
table[58028]: absalon's 1 1
table[58030]: surfaces'' 0 1
table[58031]: grasp'd 2 1
table[58032]: caliph's 0 1
table[58033]: profession 33 1
table[58035]: rose 99 1
table[58038]: anvil 4 1
table[58039]: phenylacridine 0 1
table[58041]: graffiti 0 2
table[58042]: darjeeling 0 2
table[58046]: metropolitan 7 1
table[58048]: desdemona 226 1
table[58049]: ross 76 1
table[58050]: kill'dst 0 1
table[58051]: wrecked 4 1
table[58052]: loftier 0 1
table[58054]: palates 3 1
table[58055]: manner 129 1
table[58056]: feldkulte 0 3
table[58058]: unreprievable 0 1
table[58061]: staying 12 1
table[58063]: thymus 0 1
table[58064]: ought 64 1
table[58066]: rote 3 1
table[58067]: roars 5 1
table[58068]: incidents 11 2
table[58069]: roth 0 1
table[58070]: beated 0 1
table[58071]: perpetuate 0 2
table[58073]: catlike 0 1
table[58074]: guarantee 6 2
table[58077]: hispania 0 1
table[58078]: christianizing 0 1
table[58080]: beaten 55 1
table[58081]: mariana 45 1
table[58082]: renunciation 3 1
table[58084]: immured 3 1
table[58085]: french 427 1
table[58086]: francarse 0 6
table[58087]: detestable 5 1
table[58088]: fihrist 0 2
table[58094]: insularum 0 2
table[58095]: journaux 0 1
table[58099]: roast 4 1
table[58106]: dishonesty 4 1
table[58107]: imogen's 2 1
table[58109]: pread 0 2
table[58111]: laura 6 1
table[58112]: rout 10 1
table[58113]: dully 2 1
table[58116]: roux 0 1
table[58117]: broach'd 6 1
table[58118]: cornwall 23 1
table[58121]: ford's 14 1
table[58123]: vaults 3 1
table[58124]: ussher 4 1
table[58125]: harehunting 0 1
table[58128]: reeking 4 1
table[58129]: vaulty 2 1
table[58131]: chucks 0 2
table[58134]: overshadowed 1 1
table[58136]: selenium 0 1
table[58137]: alios 0 3
table[58141]: kingdom'd 0 2
table[58142]: aardrjjko 0 1
table[58145]: kwara 2 1
table[58147]: freneh 0 1
table[58148]: list'ning 2 1
table[58149]: welfare 8 1
table[58150]: ecgbert 0 2
table[58151]: antipodum 0 2
table[58153]: cureless 1 1
table[58154]: orlando' 0 1
table[58155]: pertains 4 1
table[58157]: rampart 0 3
table[58158]: tullus' 0 1
table[58159]: rowe 0 1
table[58163]: affliction 19 1
table[58164]: essays 21 1
table[58165]: jensen 2 1
table[58168]: inquir'd 1 1
table[58171]: flay'd 4 1
table[58173]: rows 7 1
table[58176]: accoramboni 3 2
table[58179]: crisped 0 1
table[58180]: castles'' 0 1
table[58182]: ensnare 0 2
table[58183]: campli 0 1
table[58184]: slipper 2 2
table[58186]: bounteous 17 1
table[58188]: processional 1 1
table[58190]: razeth 0 1
table[58193]: moved 48 1
table[58194]: seeking 26 1
table[58195]: intensely 0 1
table[58196]: advocates' 1 2
table[58198]: refrained 2 1
table[58199]: siz'd 2 1
table[58201]: nimes 0 2
table[58202]: congregated 1 1
table[58205]: modify 2 2
table[58207]: trusting 7 1
table[58208]: moves 24 1
table[58210]: quickening 0 1
table[58211]: inachus 0 2
table[58214]: cleopatpa 0 1
table[58218]: sententiam 0 2
table[58220]: improperly 2 2
table[58223]: richer 22 1
table[58224]: riches 20 1
table[58225]: mu'ayyad 0 4
table[58229]: admonishments 0 1
table[58230]: forbid 75 1
table[58232]: prodigality 0 1
table[58233]: embody 0 1
table[58235]: vestibule 3 1
table[58237]: anchises 2 1
table[58240]: incertainties 1 1
table[58244]: pictish 0 1
table[58249]: helmholtz 0 1
table[58251]: melted 18 1
table[58252]: algonquian 0 1
table[58253]: eventual 0 1
table[58254]: scholarchs 0 2
table[58258]: sufficeth 6 1
table[58260]: enterprising 0 1
table[58262]: unloos'd 0 1
table[58266]: 'fair' 1 1
table[58268]: sensational 0 1
table[58269]: disdained 0 1
table[58272]: neutral 7 3
table[58273]: myth 5 4
table[58274]: donkeys 0 1
table[58276]: cleopatra 265 1
table[58278]: knight' 1 1
table[58282]: bennett 0 2
table[58283]: chavignerie 0 1
table[58284]: hamlet's 9 2
table[58285]: panachaicus 0 1
table[58286]: ev'd 0 1
table[58287]: dismemberments 0 2
table[58289]: echis 0 1
table[58291]: propositions 2 2
table[58293]: canonize 0 1
table[58296]: ev'n 18 1
table[58297]: insuppressive 0 2
table[58301]: etes 2 1
table[58303]: kennel 5 2
table[58304]: iteland 0 1
table[58305]: persuaded 25 1
table[58306]: damages 8 8
table[58307]: unionist 0 1
table[58308]: precipice 0 1
table[58310]: ciceter 0 1
table[58313]: crispin 1 1
table[58315]: minaun 0 1
table[58316]: chileab 0 1
table[58317]: gentlemanlike 0 2
table[58320]: persuades 5 1
table[58321]: churchman 7 1
table[58322]: atreus'' 1 1
table[58327]: efficax 0 3
table[58330]: argentina 2 1
table[58332]: acamthocephala 0 1
table[58333]: nineteen 7 1
table[58336]: soprano 0 1
table[58341]: lysander's 3 1
table[58345]: superintendent 2 1
table[58346]: meissen 4 1
table[58347]: praetor 5 1
table[58349]: residue'' 0 1
table[58351]: rangers 0 1
table[58354]: knights 36 1
table[58356]: wrappings 0 1
table[58357]: build 26 2
table[58358]: catechize 2 2
table[58359]: tvl 0 3
table[58360]: fleer'd 0 1
table[58361]: armada 0 1
table[58362]: subreguli 0 2
table[58364]: providence 7 1
table[58365]: adad 8 3
table[58372]: basilisk 3 1
table[58373]: instigator 1 1
table[58375]: armado 122 1
table[58383]: philological 3 2
table[58387]: understandings 0 1
table[58389]: schistaceus 0 1
table[58390]: resolutely 2 1
table[58395]: adullam'' 0 4
table[58397]: wealthy 12 1
table[58399]: lavoisier 2 1
table[58400]: responsible 35 2
table[58401]: foregoing 5 2
table[58403]: currants 3 1
table[58405]: crab's 0 1
table[58410]: repelled 1 1
table[58414]: troublest 0 1
table[58415]: demosthenes 0 1
table[58416]: forbod 0 1
table[58417]: orifex 0 1
table[58420]: ibat' 0 2
table[58423]: pillicock's 0 1
table[58424]: lecluse 0 1
table[58427]: impediment 15 1
table[58428]: adjuvare 0 1
table[58430]: bindi 0 1
table[58432]: londin 0 1
table[58436]: lateral 7 2
table[58437]: peremptorily 1 1
table[58438]: couch'd 3 1
table[58439]: quaestor 2 4
table[58440]: binds 4 1
table[58443]: science 73 1
table[58444]: peacock 2 1
table[58445]: churchmen 5 1
table[58446]: stave's 0 1
table[58447]: richly 20 1
table[58448]: churchill 0 2
table[58451]: confessions 3 1
table[58452]: serpent'' 2 3
table[58453]: threepile 0 1
table[58454]: gerar 3 1
table[58456]: tak't 0 1
table[58462]: pastilles 0 1
table[58469]: pitakas 0 1
table[58472]: experimental 9 1
table[58473]: glanders 0 1
table[58478]: statilius 0 1
table[58483]: commentary 10 1
table[58484]: oils 21 1
table[58488]: attendance 12 1
table[58490]: oily 4 1
table[58491]: bernardo 10 1
table[58495]: flea's 0 1
table[58496]: sonties 0 2
table[58497]: extreme 50 1
table[58499]: sackcloth 0 4
table[58501]: robas 0 1
table[58503]: universalis 1 2
table[58505]: phoenicians 1 1
table[58510]: arcadian 1 1
table[58511]: sharpness 4 1
table[58512]: bombarded 0 1
table[58514]: overglance 0 1
table[58515]: villainies 3 1
table[58519]: astrology 1 1
table[58522]: fatimites 1 1
table[58526]: operating 3 1
table[58527]: designatus 0 1
table[58528]: ancient'st 0 3
table[58530]: spotless 6 1
table[58531]: weaving 5 1
table[58534]: abundance 17 1
table[58536]: iona 2 2
table[58538]: wresting 0 1
table[58542]: couper 0 3
